id,reading,reading_time,Fuel Volume (L)
1,23.02,11/20/2025 17:17,12.63
2,23.22,11/20/2025 17:17,12.46
3,23.22,11/20/2025 17:18,12.46
4,23.22,11/20/2025 17:18,12.46
5,23.22,11/20/2025 17:18,12.46
6,23.27,11/20/2025 17:19,12.42
7,23.29,11/20/2025 17:19,12.40
8,23.4,11/20/2025 17:19,12.31
9,23.43,11/20/2025 17:20,12.28
10,23.46,11/20/2025 17:20,12.26
11,23.46,11/20/2025 17:20,12.26
12,23.51,11/20/2025 17:20,12.21
13,23.62,11/20/2025 17:21,12.12
14,23.62,11/20/2025 17:21,12.12
15,23.62,11/20/2025 17:21,12.12
16,23.63,11/20/2025 17:22,12.11
17,23.63,11/20/2025 17:22,12.11
18,23.63,11/20/2025 17:22,12.11
19,23.65,11/20/2025 17:22,12.10
20,23.65,11/20/2025 17:23,12.10
21,23.67,11/20/2025 17:23,12.08
22,23.82,11/20/2025 17:23,11.95
23,23.82,11/20/2025 17:23,11.95
24,23.84,11/20/2025 17:24,11.93
25,23.84,11/20/2025 17:24,11.93
26,23.89,11/20/2025 17:24,11.89
27,24.03,11/20/2025 17:24,11.77
28,24.04,11/20/2025 17:25,11.76
29,24.04,11/20/2025 17:25,11.76
30,24.04,11/20/2025 17:25,11.76
31,24.27,11/20/2025 17:25,11.56
32,24.3,11/20/2025 17:26,11.54
33,24.3,11/20/2025 17:26,11.54
34,23.65,11/20/2025 17:26,12.10
35,24.44,11/20/2025 17:26,11.42
36,24.44,11/20/2025 17:27,11.42
37,24.66,11/20/2025 17:27,11.23
38,24.7,11/20/2025 17:27,11.20
39,24.7,11/20/2025 17:27,11.20
40,24.81,11/20/2025 17:28,11.10
41,24.94,11/20/2025 17:28,10.99
42,24.94,11/20/2025 17:28,10.99
43,24.94,11/20/2025 17:29,10.99
44,25.3,11/20/2025 17:29,10.68
45,25.3,11/20/2025 17:29,10.68
46,25.38,11/20/2025 17:29,10.61
47,25.38,11/20/2025 17:30,10.61
48,25.38,11/20/2025 17:30,10.61
49,25.38,11/20/2025 17:30,10.61
50,25.38,11/20/2025 17:30,10.61
51,25.38,11/20/2025 17:31,10.61
52,25.38,11/20/2025 17:31,10.61
53,25.38,11/20/2025 17:31,10.61
54,25.38,11/20/2025 17:32,10.61
55,25.38,11/20/2025 17:32,10.61
56,25.38,11/20/2025 17:32,10.61
57,25.38,11/20/2025 17:32,10.61
58,25.38,11/20/2025 17:33,10.61
59,25.38,11/20/2025 17:33,10.61
60,25.38,11/20/2025 17:33,10.61
61,25.38,11/20/2025 17:33,10.61
62,25.38,11/20/2025 17:34,10.61
63,25.38,11/20/2025 17:34,10.61
64,25.38,11/20/2025 17:34,10.61
65,25.38,11/20/2025 17:34,10.61
66,25.38,11/20/2025 17:35,10.61
67,25.38,11/20/2025 17:35,10.61
68,25.38,11/20/2025 17:35,10.61
69,25.38,11/20/2025 17:35,10.61
70,25.38,11/20/2025 17:36,10.61
71,25.38,11/20/2025 17:36,10.61
72,25.38,11/20/2025 17:36,10.61
73,25.38,11/20/2025 17:36,10.61
74,25.38,11/20/2025 17:37,10.61
75,25.38,11/20/2025 17:37,10.61
76,25.38,11/20/2025 17:37,10.61
77,25.38,11/20/2025 17:37,10.61
78,25.38,11/20/2025 17:38,10.61
79,25.38,11/20/2025 17:38,10.61
80,25.38,11/20/2025 17:38,10.61
81,25.38,11/20/2025 17:38,10.61
82,25.38,11/20/2025 17:39,10.61
83,25.38,11/20/2025 17:39,10.61
84,25.38,11/20/2025 17:39,10.61
85,25.38,11/20/2025 17:40,10.61
86,25.38,11/20/2025 17:40,10.61
87,25.38,11/20/2025 17:40,10.61
88,25.38,11/20/2025 17:40,10.61
89,25.38,11/20/2025 17:41,10.61
90,25.38,11/20/2025 17:41,10.61
91,25.38,11/20/2025 17:41,10.61
92,25.38,11/20/2025 17:41,10.61
93,25.38,11/20/2025 17:42,10.61
94,25.38,11/20/2025 17:42,10.61
95,25.38,11/20/2025 17:42,10.61
96,25.38,11/20/2025 17:42,10.61
97,25.38,11/20/2025 17:43,10.61
98,25.38,11/20/2025 17:43,10.61
99,25.38,11/20/2025 17:43,10.61
100,25.38,11/20/2025 17:43,10.61
101,25.38,11/20/2025 17:44,10.61
102,25.38,11/20/2025 17:44,10.61
103,25.38,11/20/2025 17:44,10.61
104,25.38,11/20/2025 17:44,10.61
105,25.38,11/20/2025 17:45,10.61
106,25.38,11/20/2025 17:45,10.61
107,25.4,11/20/2025 17:46,10.60
108,25.4,11/20/2025 17:46,10.60
109,25.4,11/20/2025 17:46,10.60
110,25.45,11/20/2025 17:46,10.55
111,25.45,11/20/2025 17:47,10.55
112,25.47,11/20/2025 17:47,10.54
113,25.47,11/20/2025 17:47,10.54
114,25.47,11/20/2025 17:48,10.54
115,25.47,11/20/2025 17:48,10.54
116,,11/20/2025 17:48,
117,,11/20/2025 17:48,
118,25.54,11/20/2025 17:49,10.48
119,25.54,11/20/2025 17:49,10.48
120,25.54,11/20/2025 17:49,10.48
121,25.54,11/20/2025 17:49,10.48
122,25.54,11/20/2025 17:50,10.48
123,25.54,11/20/2025 17:50,10.48
124,25.54,11/20/2025 17:50,10.48
125,25.54,11/20/2025 17:51,10.48
126,25.54,11/20/2025 17:51,10.48
127,25.54,11/20/2025 17:51,10.48
128,25.54,11/20/2025 17:51,10.48
129,25.54,11/20/2025 17:52,10.48
130,25.54,11/20/2025 17:52,10.48
131,25.54,11/20/2025 17:52,10.48
132,25.54,11/20/2025 17:52,10.48
133,25.54,11/20/2025 17:53,10.48
134,25.54,11/20/2025 17:53,10.48
135,25.54,11/20/2025 17:53,10.48
136,25.54,11/20/2025 17:53,10.48
137,25.54,11/20/2025 17:54,10.48
138,25.54,11/20/2025 17:54,10.48
139,25.54,11/20/2025 17:54,10.48
140,25.54,11/20/2025 17:54,10.48
141,25.54,11/20/2025 17:55,10.48
142,25.54,11/20/2025 17:55,10.48
143,25.54,11/20/2025 17:55,10.48
144,25.54,11/20/2025 17:55,10.48
145,25.54,11/20/2025 17:56,10.48
146,25.54,11/20/2025 17:56,10.48
147,25.57,11/20/2025 17:56,10.45
148,25.76,11/20/2025 17:56,10.29
149,25.78,11/20/2025 17:57,10.27
150,26.19,11/20/2025 17:57,9.92
151,26.39,11/20/2025 17:57,9.75
152,26.62,11/20/2025 17:57,9.55
153,26.82,11/20/2025 17:58,9.38
154,26.9,11/20/2025 17:58,9.31
155,27.05,11/20/2025 17:58,9.18
156,27.27,11/20/2025 17:58,9.00
157,27.3,11/20/2025 17:59,8.97
158,27.54,11/20/2025 17:59,8.76
159,27.56,11/20/2025 17:59,8.75
160,27.73,11/20/2025 17:59,8.60
161,27.94,11/20/2025 18:00,8.42
162,28.13,11/20/2025 18:00,8.26
163,28.42,11/20/2025 18:00,8.01
164,28.55,11/20/2025 18:00,7.90
165,28.59,11/20/2025 18:01,7.86
166,28.79,11/20/2025 18:01,7.69
167,29.02,11/20/2025 18:01,7.50
168,29.24,11/20/2025 18:01,7.31
169,29.4,11/20/2025 18:02,7.17
170,29.45,11/20/2025 18:02,7.13
171,29.72,11/20/2025 18:02,6.90
172,29.84,11/20/2025 18:02,6.79
173,30.05,11/20/2025 18:03,6.61
174,30.27,11/20/2025 18:03,6.43
175,30.29,11/20/2025 18:03,6.41
176,30.7,11/20/2025 18:04,6.06
177,30.9,11/20/2025 18:04,5.89
178,30.97,11/20/2025 18:04,5.83
179,30.97,11/20/2025 18:04,5.83
180,31.13,11/20/2025 18:05,5.69
181,31.4,11/20/2025 18:05,5.46
182,31.37,11/20/2025 18:05,5.48
183,31.76,11/20/2025 18:05,5.15
184,31.76,11/20/2025 18:06,5.15
185,31.76,11/20/2025 18:06,5.15
186,31.98,11/20/2025 18:06,4.96
187,32.19,11/20/2025 18:06,4.78
188,32.19,11/20/2025 18:07,4.78
189,32.22,11/20/2025 18:07,4.76
190,32.4,11/20/2025 18:07,4.60
191,32.45,11/20/2025 18:07,4.56
192,32.45,11/20/2025 18:08,4.56
193,32.62,11/20/2025 18:08,4.41
194,32.62,11/20/2025 18:08,4.41
195,32.64,11/20/2025 18:08,4.40
196,32.86,11/20/2025 18:09,4.21
197,32.89,11/20/2025 18:09,4.18
198,33.07,11/20/2025 18:09,4.03
199,33.07,11/20/2025 18:09,4.03
200,33.07,11/20/2025 18:10,4.03
201,31.33,11/20/2025 18:10,5.52
202,31.13,11/20/2025 18:10,5.69
203,30.58,11/20/2025 18:10,6.16
204,30.9,11/20/2025 18:11,5.89
205,31.33,11/20/2025 18:11,5.52
206,30.97,11/20/2025 18:11,5.83
207,29.17,11/20/2025 18:11,7.37
208,26.84,11/20/2025 18:12,9.36
209,26.41,11/20/2025 18:12,9.73
210,26.62,11/20/2025 18:12,9.55
211,26.22,11/20/2025 18:12,9.89
212,26.22,11/20/2025 18:13,9.89
213,26.22,11/20/2025 18:13,9.89
214,26.19,11/20/2025 18:13,9.92
215,26.38,11/20/2025 18:14,9.76
216,26.39,11/20/2025 18:14,9.75
217,26.19,11/20/2025 18:14,9.92
218,26.38,11/20/2025 18:15,9.76
219,26.39,11/20/2025 18:15,9.75
220,26.21,11/20/2025 18:15,9.90
221,26.19,11/20/2025 18:15,9.92
222,26.19,11/20/2025 18:16,9.92
223,26.41,11/20/2025 18:16,9.73
224,26.41,11/20/2025 18:16,9.73
225,26.41,11/20/2025 18:16,9.73
226,26.22,11/20/2025 18:17,9.89
227,26.24,11/20/2025 18:17,9.88
228,26.38,11/20/2025 18:17,9.76
229,26.38,11/20/2025 18:17,9.76
230,26.19,11/20/2025 18:18,9.92
231,26.41,11/20/2025 18:18,9.73
232,26.22,11/20/2025 18:18,9.89
233,30.73,11/21/2025 9:34,6.04
234,30.7,11/21/2025 9:34,6.06
235,30.94,11/21/2025 9:34,5.86
236,31.18,11/21/2025 9:35,5.65
237,31.33,11/21/2025 9:35,5.52
238,31.13,11/21/2025 9:35,5.69
239,31.33,11/21/2025 9:35,5.52
240,31.32,11/21/2025 9:36,5.53
241,31.33,11/21/2025 9:36,5.52
242,31.32,11/21/2025 9:36,5.53
243,31.33,11/21/2025 9:36,5.52
244,31.32,11/21/2025 9:37,5.53
245,31.33,11/21/2025 9:37,5.52
246,31.32,11/21/2025 9:37,5.53
247,31.33,11/21/2025 9:38,5.52
248,31.13,11/21/2025 9:38,5.69
249,31.33,11/21/2025 9:38,5.52
250,31.32,11/21/2025 9:38,5.53
251,31.33,11/21/2025 9:39,5.52
252,31.33,11/21/2025 9:39,5.52
253,31.13,11/21/2025 9:39,5.69
254,31.16,11/21/2025 9:39,5.67
255,31.16,11/21/2025 9:40,5.67
256,36.05,11/21/2025 9:40,1.48
257,37.35,11/21/2025 9:40,0.37
258,37.37,11/21/2025 9:40,0.35
259,37.7,11/21/2025 9:41,0.00
260,23.62,11/21/2025 10:28,12.13
261,23.82,11/21/2025 10:28,11.95
262,24.01,11/21/2025 10:29,11.79
263,23.07,11/21/2025 10:30,
264,23.62,11/21/2025 10:30,12.13
265,23.41,11/21/2025 10:31,12.31
266,23.02,11/21/2025 10:31,12.64
267,23.03,11/21/2025 10:31,12.63
268,23.22,11/21/2025 10:31,12.47
269,23.67,11/21/2025 10:32,12.08
270,23.82,11/21/2025 10:32,11.95
271,22.86,11/21/2025 10:32,12.78
272,23.82,11/21/2025 10:32,11.95
273,24.06,11/21/2025 10:33,11.75
274,24.01,11/21/2025 10:33,11.79
275,24.01,11/21/2025 10:33,11.79
276,23.41,11/21/2025 10:33,12.31
277,23.24,11/21/2025 10:34,12.45
278,24.01,11/21/2025 10:34,11.79
279,23.41,11/21/2025 10:34,12.31
280,23.41,11/21/2025 10:34,12.31
281,23.41,11/21/2025 10:35,12.31
282,23.41,11/21/2025 10:35,12.31
283,23.41,11/21/2025 10:35,12.31
284,23.41,11/21/2025 10:35,12.31
285,23.41,11/21/2025 10:36,12.31
286,23.41,11/21/2025 10:36,12.31
287,23.41,11/21/2025 10:36,12.31
288,23.41,11/21/2025 10:36,12.31
289,23.41,11/21/2025 10:37,12.31
290,23.41,11/21/2025 10:37,12.31
291,23.41,11/21/2025 10:37,12.31
292,23.41,11/21/2025 10:37,12.31
293,23.41,11/21/2025 10:38,12.31
294,23.41,11/21/2025 10:38,12.31
295,23.41,11/21/2025 10:38,12.31
296,23.41,11/21/2025 10:38,12.31
297,23.41,11/21/2025 10:39,12.31
298,23.41,11/21/2025 10:39,12.31
299,23.41,11/21/2025 10:39,12.31
300,23.41,11/21/2025 10:39,12.31
301,23.41,11/21/2025 10:40,12.31
302,23.41,11/21/2025 10:40,12.31
303,23.41,11/21/2025 10:40,12.31
304,23.41,11/21/2025 10:40,12.31
305,23.41,11/21/2025 10:41,12.31
306,23.41,11/21/2025 10:41,12.31
307,23.41,11/21/2025 10:41,12.31
308,23.41,11/21/2025 10:41,12.31
309,23.41,11/21/2025 10:42,12.31
310,23.41,11/21/2025 10:42,12.31
311,23.41,11/21/2025 10:42,12.31
312,23.41,11/21/2025 10:42,12.31
313,23.41,11/21/2025 10:43,12.31
314,23.41,11/21/2025 10:43,12.31
315,23.41,11/21/2025 10:43,12.31
316,23.41,11/21/2025 10:44,12.31
317,23.41,11/21/2025 10:44,12.31
318,23.41,11/21/2025 10:44,12.31
319,23.41,11/21/2025 10:44,12.31
320,23.41,11/21/2025 10:45,12.31
321,23.41,11/21/2025 10:45,12.31
322,23.41,11/21/2025 10:45,12.31
323,23.41,11/21/2025 10:45,12.31
324,23.41,11/21/2025 10:46,12.31
325,23.41,11/21/2025 10:46,12.31
326,23.41,11/21/2025 10:46,12.31
327,23.41,11/21/2025 10:46,12.31
328,23.41,11/21/2025 10:47,12.31
329,23.41,11/21/2025 10:47,12.31
330,23.41,11/21/2025 10:47,12.31
331,23.41,11/21/2025 10:48,12.31
332,23.41,11/21/2025 10:48,12.31
333,23.41,11/21/2025 10:48,12.31
334,23.41,11/21/2025 10:48,12.31
335,23.41,11/21/2025 10:49,12.31
336,23.41,11/21/2025 10:49,12.31
337,23.41,11/21/2025 10:49,12.31
338,23.41,11/21/2025 10:49,12.31
339,23.41,11/21/2025 10:50,12.31
340,23.41,11/21/2025 10:50,12.31
341,23.41,11/21/2025 10:50,12.31
342,23.62,11/21/2025 10:51,12.13
343,23.41,11/21/2025 10:51,12.31
344,23.62,11/21/2025 10:51,12.13
345,24.01,11/21/2025 10:51,11.79
346,23.08,11/21/2025 10:52,12.59
347,23.62,11/21/2025 10:52,12.13
348,23.02,11/21/2025 10:52,12.64
349,23.41,11/21/2025 10:52,12.31
350,23.41,11/21/2025 10:53,12.31
351,23.62,11/21/2025 10:53,12.13
352,23.44,11/21/2025 10:53,12.28
353,24.28,11/21/2025 10:53,11.56
354,24.08,11/21/2025 10:54,11.73
355,25.11,11/21/2025 10:54,10.85
356,25.33,11/21/2025 10:54,10.66
357,26.17,11/21/2025 10:54,9.94
358,26.48,11/21/2025 10:55,9.68
359,26.6,11/21/2025 10:55,9.57
360,27.11,11/21/2025 10:55,9.14
361,27.27,11/21/2025 10:55,9.00
362,27.3,11/21/2025 10:56,8.97
363,27.51,11/21/2025 10:56,8.79
364,27.7,11/21/2025 10:56,8.63
365,27.73,11/21/2025 10:57,8.61
366,27.89,11/21/2025 10:57,8.47
367,27.8,11/21/2025 10:57,8.55
368,28.11,11/21/2025 10:57,8.28
369,27.97,11/21/2025 10:58,8.40
370,28.33,11/21/2025 10:58,8.09
371,28.38,11/21/2025 10:58,8.05
372,28.38,11/21/2025 10:58,8.05
373,28.57,11/21/2025 10:59,7.89
374,28.59,11/21/2025 10:59,7.87
375,28.73,11/21/2025 10:59,7.75
376,28.76,11/21/2025 10:59,7.72
377,28.76,11/21/2025 11:00,7.72
378,28.76,11/21/2025 11:00,7.72
379,28.76,11/21/2025 11:01,7.72
380,28.76,11/21/2025 11:01,7.72
381,28.76,11/21/2025 11:01,7.72
382,28.76,11/21/2025 11:02,7.72
383,28.76,11/21/2025 11:02,7.72
384,28.76,11/21/2025 11:02,7.72
385,28.76,11/21/2025 11:02,7.72
386,28.76,11/21/2025 11:03,7.72
387,28.76,11/21/2025 11:03,7.72
388,28.76,11/21/2025 11:03,7.72
389,28.76,11/21/2025 11:04,7.72
390,28.76,11/21/2025 11:04,7.72
391,28.76,11/21/2025 11:04,7.72
392,28.76,11/21/2025 11:04,7.72
393,28.76,11/21/2025 11:05,7.72
394,28.76,11/21/2025 11:05,7.72
395,28.76,11/21/2025 11:05,7.72
396,28.76,11/21/2025 11:05,7.72
397,28.76,11/21/2025 11:06,7.72
398,28.76,11/21/2025 11:06,7.72
399,28.76,11/21/2025 11:06,7.72
400,28.76,11/21/2025 11:06,7.72
401,28.76,11/21/2025 11:07,7.72
402,28.76,11/21/2025 11:07,7.72
403,28.76,11/21/2025 11:07,7.72
404,28.76,11/21/2025 11:08,7.72
405,28.76,11/21/2025 11:08,7.72
406,28.76,11/21/2025 11:08,7.72
407,28.76,11/21/2025 11:08,7.72
408,28.76,11/21/2025 11:09,7.72
409,28.76,11/21/2025 11:09,7.72
410,28.76,11/21/2025 11:09,7.72
411,28.76,11/21/2025 11:09,7.72
412,28.76,11/21/2025 11:10,7.72
413,28.76,11/21/2025 11:10,7.72
414,28.76,11/21/2025 11:10,7.72
415,28.76,11/21/2025 11:10,7.72
416,28.76,11/21/2025 11:11,7.72
417,28.76,11/21/2025 11:11,7.72
418,28.76,11/21/2025 11:11,7.72
419,28.76,11/21/2025 11:12,7.72
420,28.76,11/21/2025 11:12,7.72
421,28.76,11/21/2025 11:12,7.72
422,28.76,11/21/2025 11:13,7.72
423,28.76,11/21/2025 11:13,7.72
424,28.76,11/21/2025 11:13,7.72
425,28.76,11/21/2025 11:14,7.72
426,28.76,11/21/2025 11:14,7.72
427,28.76,11/21/2025 11:14,7.72
428,28.76,11/21/2025 11:14,7.72
429,28.76,11/21/2025 11:15,7.72
430,28.76,11/21/2025 11:15,7.72
431,28.76,11/21/2025 11:16,7.72
432,28.76,11/21/2025 11:16,7.72
433,28.76,11/21/2025 11:16,7.72
434,28.76,11/21/2025 11:17,7.72
435,28.76,11/21/2025 11:17,7.72
436,28.76,11/21/2025 11:17,7.72
437,28.76,11/21/2025 11:18,7.72
438,28.76,11/21/2025 11:18,7.72
439,28.76,11/21/2025 11:18,7.72
440,28.76,11/21/2025 11:18,7.72
441,28.76,11/21/2025 11:19,7.72
442,28.76,11/21/2025 11:19,7.72
443,28.76,11/21/2025 11:19,7.72
444,28.76,11/21/2025 11:19,7.72
445,28.76,11/21/2025 11:20,7.72
446,28.76,11/21/2025 11:20,7.72
447,28.76,11/21/2025 11:20,7.72
448,28.76,11/21/2025 11:20,7.72
449,28.76,11/21/2025 11:21,7.72
450,28.76,11/21/2025 11:21,7.72
451,28.76,11/21/2025 11:22,7.72
452,28.76,11/21/2025 11:22,7.72
453,28.76,11/21/2025 11:22,7.72
454,28.76,11/21/2025 11:23,7.72
455,28.76,11/21/2025 11:23,7.72
456,28.76,11/21/2025 11:23,7.72
457,28.76,11/21/2025 11:24,7.72
458,28.76,11/21/2025 11:24,7.72
459,28.76,11/21/2025 11:24,7.72
460,28.76,11/21/2025 11:24,7.72
461,28.76,11/21/2025 11:25,7.72
462,28.76,11/21/2025 11:25,7.72
463,28.76,11/21/2025 11:25,7.72
464,28.76,11/21/2025 11:26,7.72
465,28.76,11/21/2025 11:26,7.72
466,28.76,11/21/2025 11:26,7.72
467,28.76,11/21/2025 11:26,7.72
468,28.76,11/21/2025 11:27,7.72
469,28.76,11/21/2025 11:27,7.72
470,28.76,11/21/2025 11:27,7.72
471,28.76,11/21/2025 11:27,7.72
472,28.76,11/21/2025 11:28,7.72
473,28.76,11/21/2025 11:28,7.72
474,28.76,11/21/2025 11:28,7.72
475,28.76,11/21/2025 11:29,7.72
476,28.76,11/21/2025 11:29,7.72
477,28.76,11/21/2025 11:29,7.72
478,28.76,11/21/2025 11:30,7.72
479,28.76,11/21/2025 11:30,7.72
480,28.76,11/21/2025 11:30,7.72
481,28.76,11/21/2025 11:30,7.72
482,28.76,11/21/2025 11:31,7.72
483,28.76,11/21/2025 11:31,7.72
484,28.76,11/21/2025 11:31,7.72
485,28.76,11/21/2025 11:31,7.72
486,28.76,11/21/2025 11:32,7.72
487,28.76,11/21/2025 11:32,7.72
488,28.76,11/21/2025 11:32,7.72
489,28.76,11/21/2025 11:33,7.72
490,28.76,11/21/2025 11:33,7.72
491,28.76,11/21/2025 11:33,7.72
492,28.76,11/21/2025 11:33,7.72
493,28.76,11/21/2025 11:34,7.72
494,28.76,11/21/2025 11:34,7.72
495,28.76,11/21/2025 11:34,7.72
496,28.76,11/21/2025 11:34,7.72
497,28.76,11/21/2025 11:35,7.72
498,28.76,11/21/2025 11:35,7.72
499,28.76,11/21/2025 11:35,7.72
500,28.76,11/21/2025 11:36,7.72
501,28.76,11/21/2025 11:36,7.72
502,28.76,11/21/2025 11:37,7.72
503,28.76,11/21/2025 11:37,7.72
504,28.76,11/21/2025 11:37,7.72
505,28.76,11/21/2025 11:37,7.72
506,28.76,11/21/2025 11:38,7.72
507,28.76,11/21/2025 11:38,7.72
508,28.76,11/21/2025 11:38,7.72
509,28.76,11/21/2025 11:39,7.72
510,28.76,11/21/2025 11:39,7.72
511,28.76,11/21/2025 11:39,7.72
512,28.76,11/21/2025 11:40,7.72
513,28.76,11/21/2025 11:40,7.72
514,28.76,11/21/2025 11:40,7.72
515,28.76,11/21/2025 11:40,7.72
516,28.76,11/21/2025 11:41,7.72
517,28.76,11/21/2025 11:41,7.72
518,28.76,11/21/2025 11:41,7.72
519,28.76,11/21/2025 11:41,7.72
520,28.76,11/21/2025 11:42,7.72
521,28.76,11/21/2025 11:42,7.72
522,28.76,11/21/2025 11:42,7.72
523,28.76,11/21/2025 11:42,7.72
524,28.76,11/21/2025 11:43,7.72
525,28.76,11/21/2025 11:43,7.72
526,28.76,11/21/2025 11:43,7.72
527,28.76,11/21/2025 11:44,7.72
528,28.76,11/21/2025 11:44,7.72
529,28.76,11/21/2025 11:44,7.72
530,28.76,11/21/2025 11:45,7.72
531,28.76,11/21/2025 11:45,7.72
532,28.76,11/21/2025 11:45,7.72
533,28.76,11/21/2025 11:45,7.72
534,28.76,11/21/2025 11:46,7.72
535,28.76,11/21/2025 11:46,7.72
536,28.76,11/21/2025 11:46,7.72
537,28.76,11/21/2025 11:47,7.72
538,28.76,11/21/2025 11:47,7.72
539,28.76,11/21/2025 11:47,7.72
540,28.76,11/21/2025 11:48,7.72
541,28.76,11/21/2025 11:48,7.72
542,28.76,11/21/2025 11:48,7.72
543,28.76,11/21/2025 11:49,7.72
544,28.76,11/21/2025 11:49,7.72
545,28.76,11/21/2025 11:49,7.72
546,28.76,11/21/2025 11:49,7.72
547,28.76,11/21/2025 11:50,7.72
548,28.76,11/21/2025 11:50,7.72
549,28.76,11/21/2025 11:50,7.72
550,28.76,11/21/2025 11:50,7.72
551,28.76,11/21/2025 11:51,7.72
552,28.76,11/21/2025 11:51,7.72
553,28.76,11/21/2025 11:51,7.72
554,28.76,11/21/2025 11:51,7.72
555,28.76,11/21/2025 11:52,7.72
556,28.76,11/21/2025 11:52,7.72
557,28.76,11/21/2025 11:52,7.72
558,28.76,11/21/2025 11:52,7.72
559,28.76,11/21/2025 11:53,7.72
560,28.76,11/21/2025 11:53,7.72
561,28.76,11/21/2025 11:53,7.72
562,28.76,11/21/2025 11:53,7.72
563,28.76,11/21/2025 11:54,7.72
564,28.76,11/21/2025 11:54,7.72
565,28.76,11/21/2025 11:54,7.72
566,28.76,11/21/2025 11:55,7.72
567,28.76,11/21/2025 11:55,7.72
568,28.76,11/21/2025 11:55,7.72
569,28.76,11/21/2025 11:55,7.72
570,28.76,11/21/2025 11:56,7.72
571,28.76,11/21/2025 11:56,7.72
572,28.76,11/21/2025 11:56,7.72
573,28.76,11/21/2025 11:56,7.72
574,28.76,11/21/2025 11:57,7.72
575,28.76,11/21/2025 11:57,7.72
576,28.76,11/21/2025 11:58,7.72
577,28.76,11/21/2025 11:58,7.72
578,28.76,11/21/2025 11:58,7.72
579,28.76,11/21/2025 11:58,7.72
580,28.76,11/21/2025 11:59,7.72
581,28.76,11/21/2025 11:59,7.72
582,28.76,11/21/2025 11:59,7.72
583,28.76,11/21/2025 11:59,7.72
584,28.76,11/21/2025 12:00,7.72
585,28.76,11/21/2025 12:00,7.72
586,28.76,11/21/2025 12:00,7.72
587,28.76,11/21/2025 12:00,7.72
588,28.76,11/21/2025 12:01,7.72
589,28.76,11/21/2025 12:01,7.72
590,28.76,11/21/2025 12:01,7.72
591,28.76,11/21/2025 12:02,7.72
592,28.76,11/21/2025 12:02,7.72
593,28.76,11/21/2025 12:02,7.72
594,28.76,11/21/2025 12:02,7.72
595,28.76,11/21/2025 12:03,7.72
596,28.76,11/21/2025 12:03,7.72
597,28.76,11/21/2025 12:03,7.72
598,28.76,11/21/2025 12:03,7.72
599,28.76,11/21/2025 12:04,7.72
600,28.76,11/21/2025 12:04,7.72
601,28.76,11/21/2025 12:04,7.72
602,28.76,11/21/2025 12:04,7.72
603,28.76,11/21/2025 12:05,7.72
604,28.76,11/21/2025 12:05,7.72
605,28.76,11/21/2025 12:05,7.72
606,28.76,11/21/2025 12:05,7.72
607,28.76,11/21/2025 12:06,7.72
608,28.76,11/21/2025 12:06,7.72
609,28.76,11/21/2025 12:06,7.72
610,28.76,11/21/2025 12:06,7.72
611,28.76,11/21/2025 12:07,7.72
612,28.76,11/21/2025 12:07,7.72
613,28.76,11/21/2025 12:07,7.72
614,28.76,11/21/2025 12:08,7.72
615,28.76,11/21/2025 12:30,7.72
